price_in_rp,city,property_condition,land_size_m2,building_size_m2,electricity_mah,electricity,bedrooms,bathrooms,furnishing,facilities,swimming_pool,park,jogging_track
1150000000,Bogor,bagus,90,150,5500 mah,"5,500",3,2,unfurnished,"Taman, Keamanan 24 jam, Kitchen Set, Masjid, Playground, One Gate System, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
945000000,Bogor,baru,90,70,1300 mah,"1,300",3,1,unfurnished,"Taman, Keamanan 24 jam, Taman, Masjid, Playground, One Gate System, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
1650000000,Bogor,bagus,84,89,2200 mah,"2,200",3,2,unfurnished,"Taman, One Gate System, Tempat Jemuran, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
1250000000,Bogor,bagus,84,89,2200 mah,"2,200",3,2,unfurnished,"Taman, One Gate System, Tempat Jemuran, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
3500000000,Bogor,bagus,321,500,4400 mah,"4,400",4,4,semi furnished,"Taman, Keamanan 24 jam, One Gate System, Kitchen Set, AC, Wastafel, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
3170000000,Bogor,bagus,404,200,3500 mah,"3,500",3,3,unfurnished,"Keamanan 24 jam, Taman, Jalur Telepon, CCTV, One Gate System, Track Lari",No Swimming Pool,Park,Jogging Track
3160000000,Bogor,bagus,404,200,3500 mah,"3,500",3,3,unfurnished,"Keamanan 24 jam, Taman, Jalur Telepon, CCTV, Playground, One Gate System, Track Lari",No Swimming Pool,Park,Jogging Track
3150000000,Bogor,bagus,404,200,3500 mah,"3,500",3,3,unfurnished,"Keamanan 24 jam, Taman, Jalur Telepon, CCTV, Playground, One Gate System, Track Lari",No Swimming Pool,Park,Jogging Track
945000000,Bogor,baru,90,70,1300 mah,"1,300",3,1,unfurnished,"Taman, Keamanan 24 jam, Taman, Kitchen Set, Masjid, Playground, Wastafel, One Gate System, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
3500000000,Bogor,bagus,323,500,4400 mah,"4,400",4,4,semi furnished,"Taman, Keamanan 24 jam, Kulkas, AC, Wastafel, One Gate System, Tempat Jemuran, Kitchen Set",No Swimming Pool,Park,No Jogging Track
775000000,Bogor,bagus,105,44,2200 mah,"2,200",2,1,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
7000000000,Bogor,baru,375,450,4400 mah,"4,400",4,3,unfurnished,"Taman, Keamanan 24 jam, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
5000000000,Bogor,baru,330,362,4400 mah,"4,400",3,3,unfurnished,"Taman, Keamanan 24 jam, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
5000000000,Bogor,baru,498,400,3500 mah,"3,500",4,4,unfurnished,"Taman, Keamanan 24 jam, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
1100000000,Bogor,bagus,90,60,2200 mah,"2,200",1,1,semi furnished,"Taman, Keamanan 24 jam, AC, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
11000000000,Bogor,baru,543,495,5500 mah,"5,500",4,4,unfurnished,"Taman, Keamanan 24 jam, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
6000000000,Bogor,butuh renovasi,526,400,3500 mah,"3,500",4,4,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
2300000000,Bogor,bagus,299,125,2200 mah,"2,200",3,2,unfurnished,"Taman, Keamanan 24 jam, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
1250000000,Bogor,bagus,144,88,2200 mah,"2,200",3,2,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
4500000000,Bogor,bagus,334,350,5500 mah,"5,500",4,2,semi furnished,"Taman, Keamanan 24 jam, Kitchen Set, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
950000000,Bogor,bagus,108,50,3500 mah,"3,500",2,1,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
5000000000,Bogor,bagus,396,299,4400 mah,"4,400",4,3,unfurnished,"Taman, Keamanan 24 jam, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
1000000000,Bogor,butuh renovasi,150,63,1300 mah,"1,300",2,1,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
3500000000,Bogor,bagus,323,500,4400 mah,"4,400",4,4,unfurnished,"Taman, Keamanan 24 jam, Kitchen Set, AC, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
1650000000,Bogor,baru,84,89,2200 mah,"2,200",3,2,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
945000000,Bogor,baru,90,70,1300 mah,"1,300",3,1,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
1150000000,Bogor,bagus,90,150,4400 mah,"4,400",3,2,unfurnished,"Taman, Keamanan 24 jam, AC, One Gate System, Track Lari, Wastafel",No Swimming Pool,Park,Jogging Track
4500000000,Bogor,butuh renovasi,575,200,2200 mah,"2,200",3,2,unfurnished,"Taman, Track Lari, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,Jogging Track
7500000000,Bogor,baru,340,400,5500 mah,"5,500",4,3,unfurnished,"Taman, Keamanan 24 jam, Kolam Renang, One Gate System, Track Lari",Swimming Pool,Park,Jogging Track
7000000000,Bogor,baru,313,360,5500 mah,"5,500",4,5,unfurnished,"Taman, Keamanan 24 jam, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
11500000000,Bogor,baru,518,515,5500 mah,"5,500",4,5,unfurnished,"Taman, Keamanan 24 jam, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
7000000000,Bogor,baru,313,360,5500 mah,"5,500",4,5,unfurnished,"Keamanan 24 jam, Taman, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
11500000000,Bogor,baru,518,515,5500 mah,"5,500",4,5,unfurnished,"Keamanan 24 jam, Taman, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
7500000000,Bogor,baru,340,400,5500 mah,"5,500",4,4,unfurnished,"Keamanan 24 jam, Taman, Kolam Renang, One Gate System, Track Lari, Wastafel",Swimming Pool,Park,Jogging Track
2900000000,Bogor,butuh renovasi,266,400,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Track Lari, Lapangan Bulu Tangkis, Keamanan, Lapangan Tenis, Tempat Laundry, Masjid, Lapangan Basket, Masjid, One Gate System, Wastafel, Playground, Lapangan Bola, Jogging Track, Kolam Renang, Keamanan 24 jam, Taman, Lapangan Voli, Akses Parkir, Tempat Gym, Tempat Jemuran",Swimming Pool,Park,Jogging Track
11500000000,Bogor,baru,518,515,5500 mah,"5,500",4,5,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Kolam Renang, Taman, Taman, Wastafel",Swimming Pool,Park,No Jogging Track
2900000000,Bogor,bagus,315,150,3500 mah,"3,500",3,3,unfurnished,"Track Lari, One Gate System, Keamanan 24 jam, CCTV, Jalur Telepon",No Swimming Pool,No Park,Jogging Track
3500000000,Bogor,bagus,323,500,4400 mah,"4,400",4,4,semi furnished,"Tempat Jemuran, One Gate System, AC, Kitchen Set, Keamanan 24 jam, Taman, Wastafel",No Swimming Pool,Park,No Jogging Track
11500000000,Bogor,baru,518,515,5500 mah,"5,500",4,5,unfurnished,"Tempat Jemuran, One Gate System, Akses Parkir, Keamanan 24 jam, Kolam Renang, Taman, Wastafel",Swimming Pool,Park,No Jogging Track
4500000000,Bogor,bagus,334,350,5500 mah,"5,500",4,2,semi furnished,"Track Lari, One Gate System, Keamanan 24 jam, Kolam Renang, Wastafel, Taman",Swimming Pool,Park,Jogging Track
775000000,Bogor,bagus,105,44,1300 mah,"1,300",2,1,unfurnished,"Wastafel, Taman, One Gate System, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
5000000000,Bogor,bagus,498,300,3500 mah,"3,500",3,2,unfurnished,"Tempat Jemuran, Track Lari, One Gate System, Keamanan 24 jam, Taman, CCTV, Taman, Jalur Telepon",No Swimming Pool,Park,Jogging Track
4500000000,Bogor,bagus,345,200,3300 mah,"3,300",3,3,unfurnished,"AC, Taman, AC, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1650000000,Bogor,bagus,84,89,1300 mah,"1,300",3,2,unfurnished,"Tempat Jemuran, Track Lari, Keamanan 24 jam, Taman, Wastafel",No Swimming Pool,Park,Jogging Track
1250000000,Bogor,baru,140,88,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Track Lari, Kitchen Set, Keamanan 24 jam, Taman, Wastafel",No Swimming Pool,Park,Jogging Track
1800000000,Bogor,bagus,224,90,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Ac, Keamanan 24 jam, Taman, AC, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1150000000,Bogor,bagus,90,150,1300 mah,"1,300",3,2,unfurnished,"Track Lari, Kitchen Set, Keamanan 24 jam, Tempat Laundry, Playground, Taman, Wastafel",No Swimming Pool,Park,Jogging Track
570000000,Bogor,baru,72,45,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, CCTV, Ac, Taman, Playground, AC, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
2300000000,Bogor,baru,133,185,2200 mah,"2,200",3,2,unfurnished,"AC, Keamanan 24 jam, Taman, AC, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
600000000,Bogor,baru,72,54,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Masjid, Keamanan 24 jam, Taman, CCTV, Ac, Taman, AC, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
16500000000,Bogor,bagus,2916,400,3300 mah,"3,300",3,8,unfurnished,"One Gate System, Keamanan 24 jam, AC, CCTV, Jalur Telepon",No Swimming Pool,No Park,No Jogging Track
3500000000,Bogor,bagus,242,188,2200 mah,"2,200",2,2,furnished,"Mesin Cuci, Kulkas, Wastafel, Pemanas Air, Jalur Telepon, Kitchen Set",No Swimming Pool,No Park,No Jogging Track
1900000000,Bogor,butuh renovasi,224,100,2200 mah,"2,200",2,2,semi furnished,"Jalur Telepon, Lapangan Tenis, AC, Masjid, Kitchen Set, CCTV, Wastafel, Jalur Telepon, Tempat Jemuran, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Ac, Playground, Masjid, Keamanan, Lapangan Basket, Jogging Track, Track Lari",No Swimming Pool,Park,Jogging Track
3250000000,Bogor,baru,301,250,2200 mah,"2,200",5,4,unfurnished,"Track Lari, Akses Parkir, One Gate System, Kolam Renang, Masjid, Keamanan 24 jam, Taman, Kolam Renang, Playground, Jogging Track, Masjid, Keamanan",Swimming Pool,Park,Jogging Track
3500000000,Bogor,bagus,323,200,4400 mah,"4,400",2,3,furnished,"Jogging Track, Track Lari, AC, Keamanan 24 jam, Kolam Renang, Taman, Taman, AC, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
2300000000,Bogor,baru,133,185,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Ac, Keamanan 24 jam, Taman, AC, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
2500000000,Bogor,bagus,202,370,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Kitchen Set, Keamanan 24 jam, CCTV, Jalur Telepon",No Swimming Pool,No Park,No Jogging Track
5300000000,Bogor,bagus,300,500,5500 mah,"5,500",4,2,unfurnished,Kitchen Set,No Swimming Pool,No Park,No Jogging Track
2750000000,Bogor,butuh renovasi,220,221,3300 mah,"3,300",4,3,unfurnished,"Jalur Telepon, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
14500000000,Bogor,bagus,886,500,3500 mah,"3,500",4,4,unfurnished,"Tempat Jemuran, One Gate System, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
15500000000,Bogor,baru,1118,600,4400 mah,"4,400",5,4,unfurnished,"Tempat Jemuran, One Gate System, Kolam Renang, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,No Jogging Track
22000000000,Bogor,bagus,1050,1000,4400 mah,"4,400",5,5,unfurnished,"Tempat Jemuran, One Gate System, Kolam Renang, Kitchen Set, Keamanan 24 jam, Taman, AC, CCTV, Jalur Telepon",Swimming Pool,Park,No Jogging Track
15500000000,Bogor,bagus,1156,500,4400 mah,"4,400",3,3,unfurnished,"Tempat Jemuran, One Gate System, Kolam Renang, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,No Jogging Track
5500000000,Bogor,bagus,312,300,3500 mah,"3,500",4,4,furnished,"Tempat Jemuran, Kolam Renang, AC, Keamanan 24 jam, Kulkas, Wastafel, One Gate System, Pemanas Air, Jalur Telepon, Kitchen Set",Swimming Pool,No Park,No Jogging Track
2100000000,Bogor,bagus,120,105,3300 mah,"3,300",3,3,unfurnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
1600000000,Bogor,bagus,180,120,1300 mah,"1,300",2,1,semi furnished,"Jogging Track, Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,Jogging Track
1700000000,Bogor,baru,108,160,2200 mah,"2,200",3,3,unfurnished,"Keamanan 24 jam, Wastafel, One Gate System, Jalur Telepon, Lapangan Basket",No Swimming Pool,No Park,No Jogging Track
800000000,Bogor,bagus,120,120,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
5500000000,Bogor,bagus,313,250,4400 mah,"4,400",4,4,furnished,"Jalur Telepon, Taman, Keamanan, Kolam Renang",Swimming Pool,Park,No Jogging Track
2750000000,Bogor,sudah renovasi,220,221,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Taman, Keamanan, AC",No Swimming Pool,Park,No Jogging Track
5500000000,Bogor,bagus,313,250,4400 mah,"4,400",4,4,furnished,"Jalur Telepon, Taman, Keamanan, Kolam Renang",Swimming Pool,Park,No Jogging Track
2750000000,Bogor,sudah renovasi,220,221,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Taman, Keamanan, AC",No Swimming Pool,Park,No Jogging Track
3800000000,Bogor,bagus,287,250,5500 mah,"5,500",3,3,furnished,"Keamanan 24 jam, Taman, Taman, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1800000000,Bogor,bagus,12,130,2200 mah,"2,200",3,2,semi furnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
19500000000,Bogor,bagus,1610,500,11000 mah,"11,000",5,5,furnished,"Jalur Telepon, Kolam Renang, Taman, AC, Keamanan",Swimming Pool,Park,No Jogging Track
1100000000,Bogor,bagus,90,120,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Keamanan 24 jam, One Gate System",No Swimming Pool,No Park,No Jogging Track
1150000000,Bogor,bagus,90,150,5500 mah,"5,500",3,2,semi furnished,"Playground, Kolam Ikan, Keamanan 24 jam, Wastafel, AC",Swimming Pool,No Park,No Jogging Track
725000000,Bogor,butuh renovasi,120,150,1300 mah,"1,300",5,4,unfurnished,"Taman, Keamanan, AC",No Swimming Pool,Park,No Jogging Track
3800000000,Bogor,bagus,287,250,3500 mah,"3,500",4,3,furnished,"Tempat Jemuran, Kolam Renang, AC, Keamanan 24 jam, Taman, Kulkas, Wastafel, One Gate System, Pemanas Air, Jalur Telepon, Kitchen Set",Swimming Pool,Park,No Jogging Track
16500000000,Bogor,bagus,2916,400,3500 mah,"3,500",3,8,unfurnished,"Jalur Telepon, Keamanan 24 jam, Wastafel, One Gate System",No Swimming Pool,No Park,No Jogging Track
15500000000,Bogor,bagus,1156,500,4400 mah,"4,400",3,3,unfurnished,"Keamanan 24 jam, Kolam Renang, Taman, Wastafel, One Gate System, AC, Jalur Telepon",Swimming Pool,Park,No Jogging Track
29000000000,Bogor,bagus,1250,700,3300 mah,"3,300",4,4,unfurnished,"Tempat Jemuran, AC, Kitchen Set, Keamanan 24 jam, Taman, Wastafel, One Gate System, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
14500000000,Bogor,bagus,886,500,3300 mah,"3,300",4,4,unfurnished,"Tempat Jemuran, Keamanan 24 jam, Wastafel, One Gate System, AC, Jalur Telepon",No Swimming Pool,No Park,No Jogging Track
7900000000,Bogor,bagus,630,600,3500 mah,"3,500",5,3,semi furnished,"Tempat Jemuran, Kolam Renang, AC, Kitchen Set, Keamanan 24 jam, CCTV, Playground, Wastafel, One Gate System, Jalur Telepon",Swimming Pool,No Park,No Jogging Track
1650000000,Bogor,butuh renovasi,232,120,1300 mah,"1,300",3,1,unfurnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
2500000000,Bogor,bagus,315,200,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
1100000000,Bogor,bagus,90,60,1300 mah,"1,300",2,2,semi furnished,"Jalur Telepon, Taman, Keamanan, AC",No Swimming Pool,Park,No Jogging Track
1600000000,Bogor,bagus,248,100,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1350000000,Bogor,bagus,108,100,2200 mah,"2,200",3,2,semi furnished,"Keamanan 24 jam, Taman, Taman, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
3000000000,Bogor,bagus,328,160,2200 mah,"2,200",3,2,semi furnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
850000000,Bogor,bagus,90,65,2200 mah,"2,200",2,2,unfurnished,"Masjid, Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
1350000000,Bogor,butuh renovasi,211,53,1300 mah,"1,300",2,1,unfurnished,"Jogging Track, Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,Jogging Track
1150000000,Bogor,bagus,78,100,2200 mah,"2,200",3,3,semi furnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3950000000,Bogor,bagus,328,250,3300 mah,"3,300",4,3,semi furnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
5300000000,Bogor,baru,481,250,5500 mah,"5,500",4,4,semi furnished,"Jalur Telepon, Kolam Renang, AC, Taman, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
3850000000,Bogor,bagus,224,220,5500 mah,"5,500",4,3,furnished,"Jalur Telepon, Keamanan, Kolam Renang, Taman",Swimming Pool,Park,No Jogging Track
4100000000,Bogor,bagus,488,250,3300 mah,"3,300",4,3,semi furnished,"Jalur Telepon, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
3500000000,Bogor,bagus,323,220,5500 mah,"5,500",2,3,furnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3200000000,Bogor,bagus,406,250,2200 mah,"2,200",3,3,semi furnished,"Jalur Telepon, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
800000000,Bogor,bagus,120,120,1300 mah,"1,300",3,3,unfurnished,"Jalur Telepon, Taman, Keamanan, AC",No Swimming Pool,Park,No Jogging Track
14500000000,Bogor,bagus,866,500,5500 mah,"5,500",4,4,furnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
8500000000,Bogor,bagus,309,600,6600 mah,"6,600",5,5,unfurnished,"Jalur Telepon, Taman, Keamanan, Kolam Renang",Swimming Pool,Park,No Jogging Track
3800000000,Bogor,baru,315,250,3500 mah,"3,500",4,4,unfurnished,"Jalur Telepon, Kolam Renang, AC, Taman, Keamanan",Swimming Pool,Park,No Jogging Track
15500000000,Bogor,bagus,1153,500,5500 mah,"5,500",3,4,semi furnished,"Jalur Telepon, AC, Kolam Renang, Taman, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
1700000000,Bogor,bagus,171,120,3300 mah,"3,300",3,3,semi furnished,"Jalur Telepon, Taman, Keamanan, AC",No Swimming Pool,Park,No Jogging Track
4500000000,Bogor,bagus,234,240,5500 mah,"5,500",4,3,furnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1300000000,Bogor,sudah renovasi,176,120,3300 mah,"3,300",3,2,unfurnished,"Jalur Telepon, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
2750000000,Bogor,butuh renovasi,220,221,3300 mah,"3,300",4,3,unfurnished,"Jalur Telepon, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
2750000000,Bogor,bagus,220,221,3500 mah,"3,500",4,3,unfurnished,"Jalur Telepon, Jogging Track, Taman, AC, Keamanan",No Swimming Pool,Park,Jogging Track
2750000000,Bogor,bagus,220,221,3300 mah,"3,300",4,3,unfurnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
2750000000,Bogor,butuh renovasi,220,221,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
2750000000,Bogor,butuh renovasi,220,221,3300 mah,"3,300",4,3,unfurnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2750000000,Bogor,bagus,220,221,2200 mah,"2,200",4,3,unfurnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
585000000,Bogor,bagus,90,60,1300 mah,"1,300",2,2,semi furnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2300000000,Bogor,bagus sekali,228,200,3300 mah,"3,300",3,3,semi furnished,"Jalur Telepon, Jogging Track, Taman, AC, Keamanan",No Swimming Pool,Park,Jogging Track
2500000000,Bogor,bagus sekali,230,200,3300 mah,"3,300",3,3,semi furnished,"Jalur Telepon, Jogging Track, Taman, AC, Keamanan",No Swimming Pool,Park,Jogging Track
4400000000,Bogor,bagus sekali,234,200,4400 mah,"4,400",4,4,furnished,"Jogging Track, Taman, AC, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1800000000,Bogor,bagus sekali,120,100,3300 mah,"3,300",3,3,semi furnished,"Jalur Telepon, Jogging Track, Ac, Taman, Keamanan",No Swimming Pool,Park,Jogging Track
675000000,Bogor,bagus sekali,108,53,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Ac, Jogging Track, Taman, Keamanan",No Swimming Pool,Park,Jogging Track
14500000000,Bogor,bagus sekali,2200,700,5500 mah,"5,500",4,4,semi furnished,"Jalur Telepon, Ac, Kolam Renang, Taman, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
